nhb_p,nhb_m,g,soc,ns,ca,tp
13,5,2,2,2,1,1
13,5,2,2,2,1,2
13,5,2,2,2,1,3
13,5,2,2,2,1,4
13,5,2,2,2,1,5
13,5,2,2,2,1,6
13,5,2,2,2,2,1
13,5,2,2,2,2,2
13,5,2,2,2,2,3
13,5,2,2,2,2,4
13,5,2,2,2,2,5
13,5,2,2,2,2,6
13,5,2,2,3,1,1
13,5,2,2,3,1,2
13,5,2,2,3,1,3
13,5,2,2,3,1,4
13,5,2,2,3,1,5
13,5,2,2,3,1,6
13,5,2,2,3,2,1
13,5,2,2,3,2,2
13,5,2,2,3,2,3
13,5,2,2,3,2,4
13,5,2,2,3,2,5
13,5,2,2,3,2,6
13,5,2,2,4,1,1
13,5,2,2,4,1,2
13,5,2,2,4,1,3
13,5,2,2,4,1,4
13,5,2,2,4,1,5
13,5,2,2,4,1,6
13,5,2,2,4,2,1
13,5,2,2,4,2,2
13,5,2,2,4,2,3
13,5,2,2,4,2,4
13,5,2,2,4,2,5
13,5,2,2,4,2,6
13,5,2,2,5,1,1
13,5,2,2,5,1,2
13,5,2,2,5,1,3
13,5,2,2,5,1,4
13,5,2,2,5,1,5
13,5,2,2,5,1,6
13,5,2,2,5,2,1
13,5,2,2,5,2,2
13,5,2,2,5,2,3
13,5,2,2,5,2,4
13,5,2,2,5,2,5
13,5,2,2,5,2,6
13,5,2,3,1,1,1
13,5,2,3,1,1,2
13,5,2,3,1,1,3
13,5,2,3,1,1,4
13,5,2,3,1,1,5
13,5,2,3,1,1,6
13,5,2,3,1,2,1
13,5,2,3,1,2,2
13,5,2,3,1,2,3
13,5,2,3,1,2,4
13,5,2,3,1,2,5
13,5,2,3,1,2,6
13,5,2,3,2,1,1
13,5,2,3,2,1,2
13,5,2,3,2,1,3
13,5,2,3,2,1,4
13,5,2,3,2,1,5
13,5,2,3,2,1,6
13,5,2,3,2,2,1
13,5,2,3,2,2,2
13,5,2,3,2,2,3
13,5,2,3,2,2,4
13,5,2,3,2,2,5
13,5,2,3,2,2,6
13,5,2,3,3,1,1
13,5,2,3,3,1,2
13,5,2,3,3,1,3
13,5,2,3,3,1,4
13,5,2,3,3,1,5
13,5,2,3,3,1,6
13,5,2,3,3,2,1
13,5,2,3,3,2,2
13,5,2,3,3,2,3
13,5,2,3,3,2,4
13,5,2,3,3,2,5
13,5,2,3,3,2,6
13,5,2,3,4,1,1
13,5,2,3,4,1,2
13,5,2,3,4,1,3
13,5,2,3,4,1,4
13,5,2,3,4,1,5
13,5,2,3,4,1,6
13,5,2,3,4,2,1
13,5,2,3,4,2,2
13,5,2,3,4,2,3
13,5,2,3,4,2,4
13,5,2,3,4,2,5
13,5,2,3,4,2,6
13,5,2,3,5,1,1
13,5,2,3,5,1,2
13,5,2,3,5,1,3
13,5,2,3,5,1,4
13,5,2,3,5,1,5
13,5,2,3,5,1,6
13,5,2,3,5,2,1
13,5,2,3,5,2,2
13,5,2,3,5,2,3
13,5,2,3,5,2,4
13,5,2,3,5,2,5
13,5,2,3,5,2,6
13,5,3,1,1,1,1
13,5,3,1,1,1,2
13,5,3,1,1,1,3
13,5,3,1,1,1,4
13,5,3,1,1,1,5
13,5,3,1,1,1,6
13,5,3,1,1,2,1
13,5,3,1,1,2,2
13,5,3,1,1,2,3
13,5,3,1,1,2,4
13,5,3,1,1,2,5
13,5,3,1,1,2,6
13,5,3,1,2,1,1
13,5,3,1,2,1,2
13,5,3,1,2,1,3
13,5,3,1,2,1,4
13,5,3,1,2,1,5
13,5,3,1,2,1,6
13,5,3,1,2,2,1
13,5,3,1,2,2,2
13,5,3,1,2,2,3
13,5,3,1,2,2,4
13,5,3,1,2,2,5
13,5,3,1,2,2,6
13,5,3,1,3,1,1
13,5,3,1,3,1,2
13,5,3,1,3,1,3
13,5,3,1,3,1,4
13,5,3,1,3,1,5
13,5,3,1,3,1,6
13,5,3,1,3,2,1
13,5,3,1,3,2,2
13,5,3,1,3,2,3
13,5,3,1,3,2,4
13,5,3,1,3,2,5
13,5,3,1,3,2,6
13,5,3,1,4,1,1
13,5,3,1,4,1,2
13,5,3,1,4,1,3
13,5,3,1,4,1,4
13,5,3,1,4,1,5
13,5,3,1,4,1,6
13,5,3,1,4,2,1
13,5,3,1,4,2,2
13,5,3,1,4,2,3
13,5,3,1,4,2,4
13,5,3,1,4,2,5
13,5,3,1,4,2,6
13,5,3,1,5,1,1
13,5,3,1,5,1,2
13,5,3,1,5,1,3
13,5,3,1,5,1,4
13,5,3,1,5,1,5
13,5,3,1,5,1,6
13,5,3,1,5,2,1
13,5,3,1,5,2,2
13,5,3,1,5,2,3
13,5,3,1,5,2,4
13,5,3,1,5,2,5
13,5,3,1,5,2,6
13,5,3,2,1,1,1
13,5,3,2,1,1,2
13,5,3,2,1,1,3
13,5,3,2,1,1,4
13,5,3,2,1,1,5
13,5,3,2,1,1,6
13,5,3,2,1,2,1
13,5,3,2,1,2,2
13,5,3,2,1,2,3
13,5,3,2,1,2,4
13,5,3,2,1,2,5
13,5,3,2,1,2,6
13,5,3,2,2,1,1
13,5,3,2,2,1,2
13,5,3,2,2,1,3
13,5,3,2,2,1,4
13,5,3,2,2,1,5
13,5,3,2,2,1,6
13,5,3,2,2,2,1
13,5,3,2,2,2,2
13,5,3,2,2,2,3
13,5,3,2,2,2,4
13,5,3,2,2,2,5
13,5,3,2,2,2,6
13,5,3,2,3,1,1
13,5,3,2,3,1,2
13,5,3,2,3,1,3
13,5,3,2,3,1,4
13,5,3,2,3,1,5
13,5,3,2,3,1,6
13,5,3,2,3,2,1
13,5,3,2,3,2,2
13,5,3,2,3,2,3
13,5,3,2,3,2,4
13,5,3,2,3,2,5
13,5,3,2,3,2,6
13,5,3,2,4,1,1
13,5,3,2,4,1,2
13,5,3,2,4,1,3
13,5,3,2,4,1,4
13,5,3,2,4,1,5
13,5,3,2,4,1,6
13,5,3,2,4,2,1
13,5,3,2,4,2,2
13,5,3,2,4,2,3
13,5,3,2,4,2,4
13,5,3,2,4,2,5
13,5,3,2,4,2,6
13,5,3,2,5,1,1
13,5,3,2,5,1,2
13,5,3,2,5,1,3
13,5,3,2,5,1,4
13,5,3,2,5,1,5
13,5,3,2,5,1,6
13,5,3,2,5,2,1
13,5,3,2,5,2,2
13,5,3,2,5,2,3
13,5,3,2,5,2,4
13,5,3,2,5,2,5
13,5,3,2,5,2,6
13,5,3,3,1,1,1
13,5,3,3,1,1,2
13,5,3,3,1,1,3
13,5,3,3,1,1,4
13,5,3,3,1,1,5
13,5,3,3,1,1,6
13,5,3,3,1,2,1
13,5,3,3,1,2,2
13,5,3,3,1,2,3
13,5,3,3,1,2,4
13,5,3,3,1,2,5
13,5,3,3,1,2,6
13,5,3,3,2,1,1
13,5,3,3,2,1,2
13,5,3,3,2,1,3
13,5,3,3,2,1,4
13,5,3,3,2,1,5
13,5,3,3,2,1,6
13,5,3,3,2,2,1
13,5,3,3,2,2,2
13,5,3,3,2,2,3
13,5,3,3,2,2,4
13,5,3,3,2,2,5
13,5,3,3,2,2,6
13,5,3,3,3,1,1
13,5,3,3,3,1,2
13,5,3,3,3,1,3
13,5,3,3,3,1,4
13,5,3,3,3,1,5
13,5,3,3,3,1,6
13,5,3,3,3,2,1
13,5,3,3,3,2,2
13,5,3,3,3,2,3
13,5,3,3,3,2,4
13,5,3,3,3,2,5
13,5,3,3,3,2,6
13,5,3,3,4,1,1
13,5,3,3,4,1,2
13,5,3,3,4,1,3
13,5,3,3,4,1,4
13,5,3,3,4,1,5
13,5,3,3,4,1,6
13,5,3,3,4,2,1
13,5,3,3,4,2,2
13,5,3,3,4,2,3
13,5,3,3,4,2,4
13,5,3,3,4,2,5
13,5,3,3,4,2,6
13,5,3,3,5,1,1
13,5,3,3,5,1,2
13,5,3,3,5,1,3
13,5,3,3,5,1,4
13,5,3,3,5,1,5
13,5,3,3,5,1,6
13,5,3,3,5,2,1
13,5,3,3,5,2,2
13,5,3,3,5,2,3
13,5,3,3,5,2,4
13,5,3,3,5,2,5
13,5,3,3,5,2,6
13,6,1,1,1,1,1
13,6,1,1,1,1,2
13,6,1,1,1,1,3
13,6,1,1,1,1,4
13,6,1,1,1,1,5
13,6,1,1,1,1,6
13,6,1,1,1,2,1
13,6,1,1,1,2,2
13,6,1,1,1,2,3
13,6,1,1,1,2,4
13,6,1,1,1,2,5
13,6,1,1,1,2,6
13,6,1,1,2,1,1
13,6,1,1,2,1,2
13,6,1,1,2,1,3
13,6,1,1,2,1,4
13,6,1,1,2,1,5
13,6,1,1,2,1,6
13,6,1,1,2,2,1
13,6,1,1,2,2,2
13,6,1,1,2,2,3
13,6,1,1,2,2,4
13,6,1,1,2,2,5
13,6,1,1,2,2,6
13,6,1,1,3,1,1
13,6,1,1,3,1,2
13,6,1,1,3,1,3
13,6,1,1,3,1,4
13,6,1,1,3,1,5
13,6,1,1,3,1,6
13,6,1,1,3,2,1
13,6,1,1,3,2,2
13,6,1,1,3,2,3
13,6,1,1,3,2,4
13,6,1,1,3,2,5
13,6,1,1,3,2,6
13,6,1,1,4,1,1
13,6,1,1,4,1,2
13,6,1,1,4,1,3
13,6,1,1,4,1,4
13,6,1,1,4,1,5
13,6,1,1,4,1,6
13,6,1,1,4,2,1
13,6,1,1,4,2,2
13,6,1,1,4,2,3
13,6,1,1,4,2,4
13,6,1,1,4,2,5
13,6,1,1,4,2,6
13,6,1,1,5,1,1
13,6,1,1,5,1,2
13,6,1,1,5,1,3
13,6,1,1,5,1,4
13,6,1,1,5,1,5
13,6,1,1,5,1,6
13,6,1,1,5,2,1
13,6,1,1,5,2,2
13,6,1,1,5,2,3
13,6,1,1,5,2,4
13,6,1,1,5,2,5
13,6,1,1,5,2,6
13,6,1,2,1,1,1
13,6,1,2,1,1,2
13,6,1,2,1,1,3
13,6,1,2,1,1,4
13,6,1,2,1,1,5
13,6,1,2,1,1,6
13,6,1,2,1,2,1
13,6,1,2,1,2,2
13,6,1,2,1,2,3
13,6,1,2,1,2,4
13,6,1,2,1,2,5
13,6,1,2,1,2,6
13,6,1,2,2,1,1
13,6,1,2,2,1,2
13,6,1,2,2,1,3
13,6,1,2,2,1,4
13,6,1,2,2,1,5
13,6,1,2,2,1,6
13,6,1,2,2,2,1
13,6,1,2,2,2,2
13,6,1,2,2,2,3
13,6,1,2,2,2,4
13,6,1,2,2,2,5
13,6,1,2,2,2,6
13,6,1,2,3,1,1
13,6,1,2,3,1,2
13,6,1,2,3,1,3
13,6,1,2,3,1,4
13,6,1,2,3,1,5
13,6,1,2,3,1,6
13,6,1,2,3,2,1
13,6,1,2,3,2,2
13,6,1,2,3,2,3
13,6,1,2,3,2,4
13,6,1,2,3,2,5
13,6,1,2,3,2,6
13,6,1,2,4,1,1
13,6,1,2,4,1,2
13,6,1,2,4,1,3
13,6,1,2,4,1,4
13,6,1,2,4,1,5
13,6,1,2,4,1,6
13,6,1,2,4,2,1
13,6,1,2,4,2,2
13,6,1,2,4,2,3
13,6,1,2,4,2,4
13,6,1,2,4,2,5
13,6,1,2,4,2,6
13,6,1,2,5,1,1
13,6,1,2,5,1,2
13,6,1,2,5,1,3
13,6,1,2,5,1,4
13,6,1,2,5,1,5
13,6,1,2,5,1,6
13,6,1,2,5,2,1
13,6,1,2,5,2,2
13,6,1,2,5,2,3
13,6,1,2,5,2,4
13,6,1,2,5,2,5
13,6,1,2,5,2,6
13,6,1,3,1,1,1
13,6,1,3,1,1,2
13,6,1,3,1,1,3
13,6,1,3,1,1,4
13,6,1,3,1,1,5
13,6,1,3,1,1,6
13,6,1,3,1,2,1
13,6,1,3,1,2,2
13,6,1,3,1,2,3
13,6,1,3,1,2,4
13,6,1,3,1,2,5
13,6,1,3,1,2,6
13,6,1,3,2,1,1
13,6,1,3,2,1,2
13,6,1,3,2,1,3
13,6,1,3,2,1,4
13,6,1,3,2,1,5
13,6,1,3,2,1,6
13,6,1,3,2,2,1
13,6,1,3,2,2,2
13,6,1,3,2,2,3
13,6,1,3,2,2,4
13,6,1,3,2,2,5
13,6,1,3,2,2,6
13,6,1,3,3,1,1
13,6,1,3,3,1,2
13,6,1,3,3,1,3
13,6,1,3,3,1,4
13,6,1,3,3,1,5
13,6,1,3,3,1,6
13,6,1,3,3,2,1
13,6,1,3,3,2,2
13,6,1,3,3,2,3
13,6,1,3,3,2,4
13,6,1,3,3,2,5
13,6,1,3,3,2,6
13,6,1,3,4,1,1
13,6,1,3,4,1,2
13,6,1,3,4,1,3
13,6,1,3,4,1,4
13,6,1,3,4,1,5
13,6,1,3,4,1,6
13,6,1,3,4,2,1
13,6,1,3,4,2,2
13,6,1,3,4,2,3
13,6,1,3,4,2,4
13,6,1,3,4,2,5
13,6,1,3,4,2,6
13,6,1,3,5,1,1
13,6,1,3,5,1,2
13,6,1,3,5,1,3
13,6,1,3,5,1,4
13,6,1,3,5,1,5
13,6,1,3,5,1,6
13,6,1,3,5,2,1
13,6,1,3,5,2,2
13,6,1,3,5,2,3
13,6,1,3,5,2,4
13,6,1,3,5,2,5
13,6,1,3,5,2,6
13,6,2,1,1,1,1
13,6,2,1,1,1,2
13,6,2,1,1,1,3
13,6,2,1,1,1,4
13,6,2,1,1,1,5
13,6,2,1,1,1,6
13,6,2,1,1,2,1
13,6,2,1,1,2,2
13,6,2,1,1,2,3
13,6,2,1,1,2,4
13,6,2,1,1,2,5
13,6,2,1,1,2,6
13,6,2,1,2,1,1
13,6,2,1,2,1,2
13,6,2,1,2,1,3
13,6,2,1,2,1,4
13,6,2,1,2,1,5
13,6,2,1,2,1,6
13,6,2,1,2,2,1
13,6,2,1,2,2,2
13,6,2,1,2,2,3
13,6,2,1,2,2,4
13,6,2,1,2,2,5
13,6,2,1,2,2,6
13,6,2,1,3,1,1
13,6,2,1,3,1,2
13,6,2,1,3,1,3
13,6,2,1,3,1,4
13,6,2,1,3,1,5
13,6,2,1,3,1,6
13,6,2,1,3,2,1
13,6,2,1,3,2,2
13,6,2,1,3,2,3
13,6,2,1,3,2,4
13,6,2,1,3,2,5
13,6,2,1,3,2,6
13,6,2,1,4,1,1
13,6,2,1,4,1,2
13,6,2,1,4,1,3
13,6,2,1,4,1,4
13,6,2,1,4,1,5
13,6,2,1,4,1,6
13,6,2,1,4,2,1
13,6,2,1,4,2,2
13,6,2,1,4,2,3
13,6,2,1,4,2,4
13,6,2,1,4,2,5
13,6,2,1,4,2,6
13,6,2,1,5,1,1
13,6,2,1,5,1,2
13,6,2,1,5,1,3
13,6,2,1,5,1,4
13,6,2,1,5,1,5
13,6,2,1,5,1,6
13,6,2,1,5,2,1
13,6,2,1,5,2,2
13,6,2,1,5,2,3
13,6,2,1,5,2,4
13,6,2,1,5,2,5
13,6,2,1,5,2,6
13,6,2,2,1,1,1
13,6,2,2,1,1,2
13,6,2,2,1,1,3
13,6,2,2,1,1,4
13,6,2,2,1,1,5
13,6,2,2,1,1,6
13,6,2,2,1,2,1
13,6,2,2,1,2,2
13,6,2,2,1,2,3
13,6,2,2,1,2,4
13,6,2,2,1,2,5
13,6,2,2,1,2,6
13,6,2,2,2,1,1
13,6,2,2,2,1,2
13,6,2,2,2,1,3
13,6,2,2,2,1,4
13,6,2,2,2,1,5
13,6,2,2,2,1,6
13,6,2,2,2,2,1
13,6,2,2,2,2,2
13,6,2,2,2,2,3
13,6,2,2,2,2,4
13,6,2,2,2,2,5
13,6,2,2,2,2,6
13,6,2,2,3,1,1
13,6,2,2,3,1,2
13,6,2,2,3,1,3
13,6,2,2,3,1,4
13,6,2,2,3,1,5
13,6,2,2,3,1,6
13,6,2,2,3,2,1
13,6,2,2,3,2,2
13,6,2,2,3,2,3
13,6,2,2,3,2,4
13,6,2,2,3,2,5
13,6,2,2,3,2,6
13,6,2,2,4,1,1
13,6,2,2,4,1,2
13,6,2,2,4,1,3
13,6,2,2,4,1,4
13,6,2,2,4,1,5
13,6,2,2,4,1,6
13,6,2,2,4,2,1
13,6,2,2,4,2,2
13,6,2,2,4,2,3
13,6,2,2,4,2,4
13,6,2,2,4,2,5
13,6,2,2,4,2,6
13,6,2,2,5,1,1
13,6,2,2,5,1,2
13,6,2,2,5,1,3
13,6,2,2,5,1,4
13,6,2,2,5,1,5
13,6,2,2,5,1,6
13,6,2,2,5,2,1
13,6,2,2,5,2,2
13,6,2,2,5,2,3
13,6,2,2,5,2,4
13,6,2,2,5,2,5
13,6,2,2,5,2,6
13,6,2,3,1,1,1
13,6,2,3,1,1,2
13,6,2,3,1,1,3
13,6,2,3,1,1,4
13,6,2,3,1,1,5
13,6,2,3,1,1,6
13,6,2,3,1,2,1
13,6,2,3,1,2,2
13,6,2,3,1,2,3
13,6,2,3,1,2,4
13,6,2,3,1,2,5
13,6,2,3,1,2,6
13,6,2,3,2,1,1
13,6,2,3,2,1,2
13,6,2,3,2,1,3
13,6,2,3,2,1,4
13,6,2,3,2,1,5
13,6,2,3,2,1,6
13,6,2,3,2,2,1
13,6,2,3,2,2,2
13,6,2,3,2,2,3
13,6,2,3,2,2,4
13,6,2,3,2,2,5
13,6,2,3,2,2,6
13,6,2,3,3,1,1
13,6,2,3,3,1,2
13,6,2,3,3,1,3
13,6,2,3,3,1,4
13,6,2,3,3,1,5
13,6,2,3,3,1,6
13,6,2,3,3,2,1
13,6,2,3,3,2,2
13,6,2,3,3,2,3
13,6,2,3,3,2,4
13,6,2,3,3,2,5
13,6,2,3,3,2,6
13,6,2,3,4,1,1
13,6,2,3,4,1,2
13,6,2,3,4,1,3
13,6,2,3,4,1,4
13,6,2,3,4,1,5
13,6,2,3,4,1,6
13,6,2,3,4,2,1
13,6,2,3,4,2,2
13,6,2,3,4,2,3
13,6,2,3,4,2,4
13,6,2,3,4,2,5
13,6,2,3,4,2,6
13,6,2,3,5,1,1
13,6,2,3,5,1,2
13,6,2,3,5,1,3
13,6,2,3,5,1,4
13,6,2,3,5,1,5
13,6,2,3,5,1,6
13,6,2,3,5,2,1
13,6,2,3,5,2,2
13,6,2,3,5,2,3
13,6,2,3,5,2,4
13,6,2,3,5,2,5
13,6,2,3,5,2,6
13,6,3,1,1,1,1
13,6,3,1,1,1,2
13,6,3,1,1,1,3
13,6,3,1,1,1,4
13,6,3,1,1,1,5
13,6,3,1,1,1,6
13,6,3,1,1,2,1
13,6,3,1,1,2,2
13,6,3,1,1,2,3
13,6,3,1,1,2,4
13,6,3,1,1,2,5
13,6,3,1,1,2,6
13,6,3,1,2,1,1
13,6,3,1,2,1,2
13,6,3,1,2,1,3
13,6,3,1,2,1,4
13,6,3,1,2,1,5
13,6,3,1,2,1,6
13,6,3,1,2,2,1
13,6,3,1,2,2,2
13,6,3,1,2,2,3
13,6,3,1,2,2,4
13,6,3,1,2,2,5
13,6,3,1,2,2,6
13,6,3,1,3,1,1
13,6,3,1,3,1,2
13,6,3,1,3,1,3
13,6,3,1,3,1,4
13,6,3,1,3,1,5
13,6,3,1,3,1,6
13,6,3,1,3,2,1
13,6,3,1,3,2,2
13,6,3,1,3,2,3
13,6,3,1,3,2,4
13,6,3,1,3,2,5
13,6,3,1,3,2,6
13,6,3,1,4,1,1
13,6,3,1,4,1,2
13,6,3,1,4,1,3
13,6,3,1,4,1,4
13,6,3,1,4,1,5
13,6,3,1,4,1,6
13,6,3,1,4,2,1
13,6,3,1,4,2,2
13,6,3,1,4,2,3
13,6,3,1,4,2,4
13,6,3,1,4,2,5
13,6,3,1,4,2,6
13,6,3,1,5,1,1
13,6,3,1,5,1,2
13,6,3,1,5,1,3
13,6,3,1,5,1,4
13,6,3,1,5,1,5
13,6,3,1,5,1,6
13,6,3,1,5,2,1
13,6,3,1,5,2,2
13,6,3,1,5,2,3
13,6,3,1,5,2,4
13,6,3,1,5,2,5
13,6,3,1,5,2,6
13,6,3,2,1,1,1
13,6,3,2,1,1,2
13,6,3,2,1,1,3
13,6,3,2,1,1,4
13,6,3,2,1,1,5
13,6,3,2,1,1,6
13,6,3,2,1,2,1
13,6,3,2,1,2,2
13,6,3,2,1,2,3
13,6,3,2,1,2,4
13,6,3,2,1,2,5
13,6,3,2,1,2,6
13,6,3,2,2,1,1
13,6,3,2,2,1,2
13,6,3,2,2,1,3
13,6,3,2,2,1,4
13,6,3,2,2,1,5
13,6,3,2,2,1,6
13,6,3,2,2,2,1
13,6,3,2,2,2,2
13,6,3,2,2,2,3
13,6,3,2,2,2,4
13,6,3,2,2,2,5
13,6,3,2,2,2,6
13,6,3,2,3,1,1
13,6,3,2,3,1,2
13,6,3,2,3,1,3
13,6,3,2,3,1,4
13,6,3,2,3,1,5
13,6,3,2,3,1,6
13,6,3,2,3,2,1
13,6,3,2,3,2,2
13,6,3,2,3,2,3
13,6,3,2,3,2,4
13,6,3,2,3,2,5
13,6,3,2,3,2,6
13,6,3,2,4,1,1
13,6,3,2,4,1,2
13,6,3,2,4,1,3
13,6,3,2,4,1,4
13,6,3,2,4,1,5
13,6,3,2,4,1,6
13,6,3,2,4,2,1
13,6,3,2,4,2,2
13,6,3,2,4,2,3
13,6,3,2,4,2,4
13,6,3,2,4,2,5
13,6,3,2,4,2,6
13,6,3,2,5,1,1
13,6,3,2,5,1,2
13,6,3,2,5,1,3
13,6,3,2,5,1,4
13,6,3,2,5,1,5
13,6,3,2,5,1,6
13,6,3,2,5,2,1
13,6,3,2,5,2,2
13,6,3,2,5,2,3
13,6,3,2,5,2,4
13,6,3,2,5,2,5
13,6,3,2,5,2,6
13,6,3,3,1,1,1
13,6,3,3,1,1,2
13,6,3,3,1,1,3
13,6,3,3,1,1,4
13,6,3,3,1,1,5
13,6,3,3,1,1,6
13,6,3,3,1,2,1
13,6,3,3,1,2,2
13,6,3,3,1,2,3
13,6,3,3,1,2,4
13,6,3,3,1,2,5
13,6,3,3,1,2,6
13,6,3,3,2,1,1
13,6,3,3,2,1,2
13,6,3,3,2,1,3
13,6,3,3,2,1,4
13,6,3,3,2,1,5
13,6,3,3,2,1,6
13,6,3,3,2,2,1
13,6,3,3,2,2,2
13,6,3,3,2,2,3
13,6,3,3,2,2,4
13,6,3,3,2,2,5
13,6,3,3,2,2,6
13,6,3,3,3,1,1
13,6,3,3,3,1,2
13,6,3,3,3,1,3
13,6,3,3,3,1,4
13,6,3,3,3,1,5
13,6,3,3,3,1,6
13,6,3,3,3,2,1
13,6,3,3,3,2,2
13,6,3,3,3,2,3
13,6,3,3,3,2,4
13,6,3,3,3,2,5
13,6,3,3,3,2,6
13,6,3,3,4,1,1
13,6,3,3,4,1,2
13,6,3,3,4,1,3
13,6,3,3,4,1,4
13,6,3,3,4,1,5
13,6,3,3,4,1,6
13,6,3,3,4,2,1
13,6,3,3,4,2,2
13,6,3,3,4,2,3
13,6,3,3,4,2,4
13,6,3,3,4,2,5
13,6,3,3,4,2,6
13,6,3,3,5,1,1
13,6,3,3,5,1,2
13,6,3,3,5,1,3
13,6,3,3,5,1,4
13,6,3,3,5,1,5
13,6,3,3,5,1,6
13,6,3,3,5,2,1
13,6,3,3,5,2,2
13,6,3,3,5,2,3
13,6,3,3,5,2,4
13,6,3,3,5,2,5
13,6,3,3,5,2,6
14,1,1,1,1,1,1
14,1,1,1,1,1,2
14,1,1,1,1,1,3
14,1,1,1,1,1,4
14,1,1,1,1,1,5
14,1,1,1,1,1,6
14,1,1,1,1,2,1
14,1,1,1,1,2,2
14,1,1,1,1,2,3
14,1,1,1,1,2,4
14,1,1,1,1,2,5
14,1,1,1,1,2,6
14,1,1,1,2,1,1
14,1,1,1,2,1,2
14,1,1,1,2,1,3
14,1,1,1,2,1,4
14,1,1,1,2,1,5
14,1,1,1,2,1,6
14,1,1,1,2,2,1
14,1,1,1,2,2,2
14,1,1,1,2,2,3
14,1,1,1,2,2,4
14,1,1,1,2,2,5
14,1,1,1,2,2,6
14,1,1,1,3,1,1
14,1,1,1,3,1,2
14,1,1,1,3,1,3
14,1,1,1,3,1,4
14,1,1,1,3,1,5
14,1,1,1,3,1,6
14,1,1,1,3,2,1
14,1,1,1,3,2,2
14,1,1,1,3,2,3
14,1,1,1,3,2,4
14,1,1,1,3,2,5
14,1,1,1,3,2,6
14,1,1,1,4,1,1
14,1,1,1,4,1,2
14,1,1,1,4,1,3
14,1,1,1,4,1,4
14,1,1,1,4,1,5
14,1,1,1,4,1,6
14,1,1,1,4,2,1
14,1,1,1,4,2,2
14,1,1,1,4,2,3
14,1,1,1,4,2,4
14,1,1,1,4,2,5
14,1,1,1,4,2,6
14,1,1,1,5,1,1
14,1,1,1,5,1,2
14,1,1,1,5,1,3
14,1,1,1,5,1,4
14,1,1,1,5,1,5
14,1,1,1,5,1,6
14,1,1,1,5,2,1
14,1,1,1,5,2,2
14,1,1,1,5,2,3
14,1,1,1,5,2,4
14,1,1,1,5,2,5
14,1,1,1,5,2,6
14,1,1,2,1,1,1
14,1,1,2,1,1,2
14,1,1,2,1,1,3
14,1,1,2,1,1,4
14,1,1,2,1,1,5
14,1,1,2,1,1,6
14,1,1,2,1,2,1
14,1,1,2,1,2,2
14,1,1,2,1,2,3
14,1,1,2,1,2,4
14,1,1,2,1,2,5
14,1,1,2,1,2,6
14,1,1,2,2,1,1
14,1,1,2,2,1,2
14,1,1,2,2,1,3
14,1,1,2,2,1,4
14,1,1,2,2,1,5
14,1,1,2,2,1,6
14,1,1,2,2,2,1
14,1,1,2,2,2,2
14,1,1,2,2,2,3
14,1,1,2,2,2,4
14,1,1,2,2,2,5
14,1,1,2,2,2,6
14,1,1,2,3,1,1
14,1,1,2,3,1,2
14,1,1,2,3,1,3
14,1,1,2,3,1,4
14,1,1,2,3,1,5
14,1,1,2,3,1,6
14,1,1,2,3,2,1
14,1,1,2,3,2,2
14,1,1,2,3,2,3
14,1,1,2,3,2,4
14,1,1,2,3,2,5
14,1,1,2,3,2,6
14,1,1,2,4,1,1
14,1,1,2,4,1,2
14,1,1,2,4,1,3
14,1,1,2,4,1,4
14,1,1,2,4,1,5
14,1,1,2,4,1,6
14,1,1,2,4,2,1
14,1,1,2,4,2,2
14,1,1,2,4,2,3
14,1,1,2,4,2,4
14,1,1,2,4,2,5
14,1,1,2,4,2,6
14,1,1,2,5,1,1
14,1,1,2,5,1,2
14,1,1,2,5,1,3
14,1,1,2,5,1,4
14,1,1,2,5,1,5
14,1,1,2,5,1,6
14,1,1,2,5,2,1
14,1,1,2,5,2,2
14,1,1,2,5,2,3
14,1,1,2,5,2,4
14,1,1,2,5,2,5
14,1,1,2,5,2,6
14,1,1,3,1,1,1
14,1,1,3,1,1,2
14,1,1,3,1,1,3
14,1,1,3,1,1,4
14,1,1,3,1,1,5
14,1,1,3,1,1,6
14,1,1,3,1,2,1
14,1,1,3,1,2,2
14,1,1,3,1,2,3
14,1,1,3,1,2,4
14,1,1,3,1,2,5
14,1,1,3,1,2,6
14,1,1,3,2,1,1
14,1,1,3,2,1,2
14,1,1,3,2,1,3
14,1,1,3,2,1,4
14,1,1,3,2,1,5
14,1,1,3,2,1,6
14,1,1,3,2,2,1
14,1,1,3,2,2,2
14,1,1,3,2,2,3
14,1,1,3,2,2,4
14,1,1,3,2,2,5
14,1,1,3,2,2,6
14,1,1,3,3,1,1
14,1,1,3,3,1,2
14,1,1,3,3,1,3
14,1,1,3,3,1,4
14,1,1,3,3,1,5
14,1,1,3,3,1,6
14,1,1,3,3,2,1
14,1,1,3,3,2,2
14,1,1,3,3,2,3
14,1,1,3,3,2,4
14,1,1,3,3,2,5
14,1,1,3,3,2,6
14,1,1,3,4,1,1
14,1,1,3,4,1,2
14,1,1,3,4,1,3
14,1,1,3,4,1,4
14,1,1,3,4,1,5
14,1,1,3,4,1,6
14,1,1,3,4,2,1
14,1,1,3,4,2,2
14,1,1,3,4,2,3
14,1,1,3,4,2,4
14,1,1,3,4,2,5
14,1,1,3,4,2,6
14,1,1,3,5,1,1
14,1,1,3,5,1,2
